STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,1995,,5756.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,1996,,5831.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,1997,,4914.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,1998,,5046.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,1999,,5229.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2000,,5408.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2001,,5517.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2002,,5621.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2003,,5842.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2004,,6027.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2005,,7049.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2006,,7301.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2007,,7598.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2008,,8010.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2009,,8323.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2010,,8664.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2011,,8956.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2012,,9278.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2013,,9428.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2014,,9592.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2015,,9754.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2016,,10004.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2017,,10236.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2018,,10577.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2019,,11036.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2020,,11373.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2021,,11928.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2022,,12918.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2023,,13943.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,AT,Austria,2024,,14691.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,1995,,4778.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,1996,,4768.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,1997,,4684.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,1998,,4799.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,1999,,4973.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2000,,5215.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2001,,5362.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2002,,5520.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2003,,5747.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2004,,5872.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2005,,6377.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2006,,6875.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2007,,7228.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2008,,7582.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2009,,7500.5,,b,break in time series,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2010,,7855.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2011,,8266.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2012,,8583.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2013,,8750.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2014,,9494.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2015,,9653.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2016,,9809.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2017,,10143.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2018,,10493.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2019,,10824.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2020,,10950.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2021,,11679.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2022,,13209.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2023,,14325.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BE,Belgium,2024,,14603.0,,p,provisional,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,1995,,490.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,1996,,285.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,1997,,69.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,1998,,629.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,1999,,676.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2000,,595.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2001,,583.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2002,,605.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2003,,602.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2004,,594.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2005,,618.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2006,,720.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2007,,828.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2008,,951.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2009,,1075.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2010,,1140.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2011,,1209.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2012,,1196.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2013,,1160.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2014,,1175.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2015,,1292.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2016,,1337.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2017,,1475.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2018,,1504.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2019,,1575.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2020,,1659.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2021,,1799.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2022,,2230.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2023,,2391.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,BG,Bulgaria,2024,,2626.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,1995,,114.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,1996,,120.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,1997,,131.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,1998,,140.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,1999,,143.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2000,,155.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2001,,158.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2002,,176.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2003,,195.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2004,,248.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2005,,266.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2006,,297.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2007,,323.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2008,,382.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2009,,323.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2010,,432.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2011,,492.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2012,,508.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2013,,475.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2014,,460.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2015,,468.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2016,,474.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2017,,484.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2018,,509.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2019,,518.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2020,,509.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2021,,523.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2022,,669.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2023,,742.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CY,Cyprus,2024,,760.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CZ,Czechia,1995,,2587.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CZ,Czechia,1996,,2878.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CZ,Czechia,1997,,3055.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CZ,Czechia,1998,,3287.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CZ,Czechia,1999,,3338.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CZ,Czechia,2000,,3627.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CZ,Czechia,2001,,3958.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,CZ,Czechia,2002,,4461.6,,,,,
