STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SE,Sweden,2021,,18256.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SE,Sweden,2022,,19888.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SE,Sweden,2023,,19852.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SE,Sweden,2024,,21077.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,1995,,391.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,1996,,402.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,1997,,409.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,1998,,427.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,1999,,452.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2000,,477.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2001,,498.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2002,,525.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2003,,554.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2004,,595.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2005,,635.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2006,,684.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2007,,741.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2008,,815.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2009,,873.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2010,,930.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2011,,989.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2012,,1032.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2013,,1047.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2014,,1068.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2015,,1100.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2016,,1122.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2017,,1153.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2018,,1199.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2019,,1253.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2020,,1305.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2021,,1429.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2022,,1707.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2023,,1877.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SI,Slovenia,2024,,1951.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,1995,,1367.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,1996,,1373.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,1997,,1387.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,1998,,1343.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,1999,,1213.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2000,,1269.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2001,,1268.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2002,,1315.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2003,,1409.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2004,,1501.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2005,,1586.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2006,,1824.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2007,,2045.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2008,,2274.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2009,,2372.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2010,,2376.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2011,,2375.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2012,,2679.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2013,,2750.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2014,,2756.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2015,,2869.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2016,,3028.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2017,,3114.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2018,,3153.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2019,,3363.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2020,,3375.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2021,,3414.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2022,,3853.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2023,,3882.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51C,Consumption of fixed capital,SK,Slovakia,2024,,3814.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,1995,,7211.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,1996,,6898.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,1997,,5592.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,1998,,5711.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,1999,,5853.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2000,,5739.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2001,,5409.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2002,,6113.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2003,,5988.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2004,,6022.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2005,,7574.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2006,,7858.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2007,,8572.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2008,,9658.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2009,,9806.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2010,,9673.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2011,,9393.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2012,,9361.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2013,,9899.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2014,,9921.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2015,,10239.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2016,,10642.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2017,,11421.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2018,,11820.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2019,,12415.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2020,,12646.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2021,,14551.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2022,,15463.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2023,,17663.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,AT,Austria,2024,,19420.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,1995,,4888.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,1996,,4572.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,1997,,4708.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,1998,,4755.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,1999,,5695.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2000,,6098.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2001,,5606.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2002,,5641.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2003,,5890.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2004,,5975.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2005,,6401.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2006,,6211.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2007,,6817.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2008,,7175.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2009,,7850.5,,b,break in time series,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2010,,8140.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2011,,8973.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2012,,9595.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2013,,9174.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2014,,10307.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2015,,10356.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2016,,10449.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2017,,10884.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2018,,12249.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2019,,12637.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2020,,12755.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2021,,14017.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2022,,15340.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2023,,17252.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BE,Belgium,2024,,19266.1,,p,provisional,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BG,Bulgaria,1995,,99.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BG,Bulgaria,1996,,52.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BG,Bulgaria,1997,,132.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BG,Bulgaria,1998,,475.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,MIO_EUR,Million euro,S13,General government,P51G,Gross fixed capital formation,BG,Bulgaria,1999,,526.0,,,,,
