period,Ygrowth,GCgrowth,Cgrowth,GIgrowth,Igrowth,wgrowth,N,pi,RB,TOP10Ishare,TOP10Wshare,B50Ishare,B50Wshare,GiniGrossInc,GiniNetInc,GiniWealth
2010-10-01,-0.007226356246003261,-0.010158105630047331,-0.0015009813424549977,-0.06741040019684882,-0.01377178152378329,-0.006575155714179026,0.029112555486539016,-0.0011130107120789403,-2.680428798723898e-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011-01-01,0.014817067344576275,0.0029693640521505802,0.002806552650344153,0.055854803929183655,0.06132469649690046,0.009816003387387163,0.034553593625576084,-0.004253826446227757,-4.509633528723897e-4,0.058319494848135256,0.020441950537706144,-0.05106731942713605,-0.17173339944490262,0.04420515254760704,0.06943147159110552,0.01707703188405202
2011-04-01,0.0029062910333135807,-8.571744900505831e-4,0.002075164456324964,-0.01165821187782709,0.011795407746208951,0.00168241372836605,0.031917550267810846,-0.002359503623257561,5.511924511276104e-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011-07-01,-0.0029363661158263153,-0.010333100647218551,-0.004295245677321623,-5.225069008068803e-4,0.008985798853155579,-0.003976964878631783,0.03147869200614206,-3.0660744358403623e-4,5.4070346960943295e-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011-10-01,-0.0026311949914343256,-0.001876137897022745,-9.007303687505784e-4,-0.03894952074110866,-0.003674417758567096,0.001397328192995395,0.030332004615542196,-7.932220367563771e-4,-0.0022124070744307233,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012-01-01,0.006921341808600547,0.003234186475178524,0.007857308179429447,0.023232560375966133,0.005578791387347003,0.010049989254968217,0.032080539444848455,-0.0038954422321731044,-0.0029561160953723896,0.04546197946454478,0.01138438199274483,-0.05684920150035366,-0.1065940972739412,0.0429616290713013,0.06245906469079976,0.010008922175654134
2012-04-01,-0.002663142478220136,0.0017000185308299496,-0.005095998910946341,-0.05722524751383426,0.007825288536344942,0.005465129490662768,0.027996608132772494,-0.0021313869723696057,-0.0038049105997057233,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012-07-01,-0.007183690781673744,-0.009197473270751665,-0.005462688314257312,0.0064794846779764595,-0.012329931312526533,-0.005437377914120056,0.02490995394180029,0.001359354917533898,-0.00466452952287239,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012-10-01,-0.004131434884149852,0.0016827525318420687,-0.004177640777138868,0.007851617492931867,-0.012192949653329578,0.001709954595110552,0.02700208431973472,-0.0010644633730705535,-0.00463953096837239,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-01-01,-0.009653506756182649,0.00886044276482172,-0.005368544787386219,-0.08913632115755207,-0.0337124262458582,0.0036705280128455863,0.022345483453808157,0.002966685803449812,-0.0038414312871223894,0.08434376700875224,0.012756830312481204,-0.09444761505736121,-0.06541180730752583,0.07117859004915805,0.08560147268533036,0.007999409810770353
2013-04-01,0.004477548076267825,-0.007971810381574528,-0.0010918818491743908,0.08561062953348744,0.02532379786244958,-0.007902161990143519,0.023498902471187577,-0.003687156126587895,-0.0024191117055390567,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-07-01,0.003257962618312961,0.007518086298732895,0.0011191154930626735,0.004719229471590674,0.004883832981555635,-0.002665499562203444,0.031124523288649897,-3.440900790665693e-4,-0.0030152933160390565,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013-10-01,-9.751018369061324e-4,-0.0029047043719250933,-0.007705246501967443,0.01849333659442723,0.019445095948725052,0.0011806860936350526,0.03335655396452797,-0.0011845159538786034,-0.002795128684205723,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-01-01,-9.366944643295892e-4,-0.002202545000016998,-0.004545272069469951,-0.04041117180496298,0.017003570273486465,-0.004053865581322846,0.03742201234605247,0.001851650458952284,-0.0036294623600390567,0.09749838974355907,0.01839835309623994,-0.1015885407602859,-0.0770061400884452,0.07780978083079426,0.09110823892836262,0.010276552312404763
2014-04-01,-0.008068490073477262,-0.0022330595291018664,-0.007065146377689934,-0.030825158237351408,-0.014634358482309274,-1.8713649696159304e-4,0.03429759109930952,1.889351601884557e-4,-0.00415532235187239,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-07-01,0.005383871073742443,0.0059931721075001,0.006880837290866105,-0.008897743726491297,0.0018696010290305972,0.005133480521694345,0.03515337811866459,-0.003212334960687643,-0.005163446566205723,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-10-01,-3.5138293779784927e-4,-0.0029741972059154744,-0.0012199903970190095,0.009764804137628952,0.003806039861004627,-0.003660291022347473,0.035868222228985225,-0.0011247245858059442,-0.006877139406539057,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-01,-0.008212899229836422,-0.006200116264617095,-0.010301243477624487,0.0043031682987927635,-0.005856164819854804,-0.003173488644794198,0.03764786882615212,2.270313759642293e-4,-0.008630875806539056,0.09514329248859055,0.018568812484703434,-0.09609100080109112,-0.0770061400884452,0.07460014918873903,0.08244108027340546,0.009741220393838457
2015-04-01,0.002049630388582914,5.352622575981901e-4,0.004567718825917134,-0.014229263091950356,-0.001956202963338939,8.958155271408751e-4,0.04000553288181585,9.04917158781585e-4,-0.007716396151539056,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-01,6.993661706087852e-4,0.0017133226903462305,-6.440141271403009e-4,0.007508852449632202,0.0026545600744802152,0.003173896604010984,0.036080156981931566,-0.0022918532030478302,-0.008410145033205724,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01,0.007133622928061913,0.011127117969279055,4.6351621693698896e-4,0.07343670870633626,0.0137415840234411,0.002404615282337452,0.03643901299644181,-0.00302452641046049,-0.008932318493205724,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-01-01,-0.014219766382000896,-0.01613704738512729,-0.018172731183626032,-0.005782726243603071,-0.0013789576916854577,-0.017331431865453974,0.024739550465262994,-0.0016808877640470867,-0.011024050772372389,0.09357014061722113,0.018739242821715796,-0.08572821376554463,-0.07992585019177989,0.07057356835075879,0.07423020114101087,0.009339533302677228
2016-04-01,2.7868786962354083e-4,0.006289384537163811,0.0014412059239385057,-0.052284251870770765,-0.0028005907306930104,0.0031790267839363006,0.029279402281662037,-0.001660785548663243,-0.011948698216539058,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-07-01,0.004841952818544217,0.0010733784696609792,0.003892697246310385,0.007472403078517958,0.011491369075346135,0.001042524353742713,0.03262798486586416,-0.003258392705397314,-0.013503128450705722,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-10-01,0.0032922530923714124,7.511446834131295e-4,0.00451204992552814,0.012147285932273905,0.001120346183663677,0.0066342574813092695,0.03214654321864607,-0.0015301541454282499,-0.012411400024872392,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017-01-01,0.004194103591515232,0.0017922724000333677,0.0027828594681688313,0.01365380211122949,0.00973368603585316,0.00224493047498705,0.03762418270812695,-0.002160811189782416,-0.014907437681539057,0.08566704363429378,0.017033630946522327,-0.07762225206158413,-0.0770061400884452,0.06430014901066816,0.062189921908930135,0.007999409810770353
2017-04-01,0.010471983360062,0.0035446686948505278,0.007817870224330472,0.049577957544606394,0.020555928970287615,1.610144020834591e-4,0.044564480554952546,-5.572855902032017e-4,-0.015449609191539055,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017-07-01,-0.009318971255667106,-0.009374066385129453,-0.01182974913789767,-0.01460693430650925,-0.0011379054798524428,-0.010661156053067977,0.04015499491751484,2.442474029451334e-4,-0.015372900961539055,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017-10-01,0.01477363157644024,0.01971361247109209,0.012061572102230935,-0.011518508016284817,0.020873685450970056,0.015197111220363347,0.05294516174627795,-0.0018423547053658864,-0.014944784344039057,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01,-0.0039703286689991,-0.01349401206110008,-0.0037603002124436445,0.057468148182624385,-0.0028796315900546225,0.005930785270761596,0.04322665761180655,-0.0013089180856433926,-0.014923773954872387,0.07396166922884473,0.021632123253220614,-0.06319507155325677,-0.08285410997086817,0.05450814910605051,0.044264401193518266,0.009875080242776724
2018-04-01,0.010186724239047708,0.008353296696558644,0.0071699891616082935,-7.403673588851365e-4,0.022523089049133402,6.151667744341504e-4,0.058387965153871235,-0.0013863231317832372,-0.017198818961539054,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-07-01,-0.0014565037314723792,-0.00702508032879996,-0.004412635927823237,0.025142023227401916,0.009201082356346134,0.0033529744212384637,0.05572363028196747,0.0014937244022603467,-0.01790093892153906,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-01,0.0036787408438059845,0.004160166866301096,0.0015854979158808303,3.4719989068046544e-4,0.00958901651138737,-0.0045022733456593685,0.06460367963671843,0.0035980388974485664,-0.017610111383205722,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-01,7.884220087402429e-4,0.0076006893212740454,-0.0032267046024566414,-0.02960172997137897,0.00913284650783146,0.0015022544050396712,0.06010394753036774,-0.004172887806078515,-0.018168354644039056,0.07610013569468077,0.0168629096486258,-0.06585111561137302,-0.0770061400884452,0.0561468221478707,0.052723995920047284,0.0074628571486693995
2019-04-01,0.01163597964819313,0.00863405287602086,0.013196158679650873,0.07297579567222715,0.001494630561729536,0.02116651028217128,0.06090562696679758,-9.713868614569434e-4,-0.019104357053205723,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-07-01,-0.0031356522727700718,0.006110690712633526,-0.005250184041046245,-0.015906511400481355,-0.005390083097637955,-0.009166993977263537,0.06336355648560588,0.0012059490473465915,-0.021211685054039055,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-10-01,-0.015326990480736212,-0.012437868026196796,-0.017166879994377913,-0.03983201432100278,-0.009748561132346524,-0.0132118987565785,0.049850435205597954,0.00187136107745676,-0.01963702869737239,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-01,-0.022792789400029434,0.016604041145175486,-0.04064087009853754,0.04135899348444819,-0.026638208192859184,0.01542817244234137,0.038054947892074864,0.0014217122023798354,-0.01984918771737239,0.07610013569468077,0.012585377247337659,-0.06585111561137302,-0.071192170223025375,0.0561468221478707,0.03379598603452827,0.005448216751990864
2020-04-01,-0.06862526592465262,0.017645975835337935,-0.11323491023033458,0.10740494205963183,-0.08066355045794145,0.006681221934441062,-0.019446052848631545,0.003028502198115993,-0.020286745754872392,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-07-01,0.08023280730227295,0.03901132392353916,0.11174251461746945,-0.07048622108378408,0.07064694931830966,0.04514841197697458,0.0028416098106296417,-0.018112719648673024,-0.020755616734872393,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01,-1.8253258936756648e-4,5.718567433012243e-4,-0.014473209443054278,-0.004256581270488531,0.03893501443584617,-0.017367053118062893,0.031947658039711335,0.0018193138056825462,-0.021486568778205723,NaN,NaN,NaN,NaN,NaN,NaN,NaN
