period,Ygrowth,GCgrowth,Cgrowth,GIgrowth,Igrowth,wgrowth,N,pi,RB,TOP10Ishare,TOP10Wshare,GiniGrossInc,GiniNetInc,GiniWealth
2018-10-01,0.003659882962613747,0.003847438887005828,0.001675894138142486,6.009234679383488e-4,0.00949156713471829,-0.004631613231648543,0.06474998766894569,0.0035980388974485664,-0.017610111383205722,NaN,NaN,NaN,NaN,NaN
2019-01-01,7.695641275480055e-4,0.007287961341978778,-0.0031363083801949857,-0.02951725735869785,0.009060430395576654,0.0013729145190504973,0.060250255562595,-0.004172887806078515,-0.018168354644039056,0.07610013569468077,0.0168629096486258,0.0561468221478707,0.052723995920047284,0.0074628571486693995
2019-04-01,0.011617121767000893,0.008321324896725591,0.013286554901912528,0.07280977700733733,0.00145876239347927,0.021037170396182105,0.06105193499902484,-9.713868614569434e-4,-0.019104357053205723,NaN,NaN,NaN,NaN,NaN
2019-07-01,-0.003154510153962309,0.005797962733338258,-0.0051597878187845895,-0.015740717216186677,-0.005475193182926367,-0.009296333863252713,0.06350986451783314,0.0012059490473465915,-0.021211685054039055,NaN,NaN,NaN,NaN,NaN
2019-10-01,-0.01534584836192845,-0.012750596005492065,-0.017076483772116256,-0.039251854669436405,-0.009894082643574867,-0.013341238642567674,0.049996743237825214,0.00187136107745676,-0.01963702869737239,NaN,NaN,NaN,NaN,NaN
2020-01-01,-0.029853680293257655,0.009249280153842455,-0.04759250688831187,0.03411046375923673,-0.03371044650805125,0.008256799544316209,0.031159222912266138,0.0014217122023798354,-0.01984918771737239,0.07610013569468077,0.012585377247337659,0.0561468221478707,0.03379598603452827,0.005448216751990864
2020-04-01,-0.07573609894880942,0.010241272713079886,-0.12023648915103749,0.10026389618087113,-0.08780020231237289,-5.400930945108932e-4,-0.03343375297140394,0.003028502198115993,-0.020286745754872392,NaN,NaN,NaN,NaN,NaN
2020-07-01,0.07307131870479086,0.031555965227955826,0.10469028012344303,-0.07756221093496822,0.06342988181198168,0.03787644137469379,-0.018288721028432597,-0.018112719648673024,-0.020755616734872393,NaN,NaN,NaN,NaN,NaN
2020-10-01,-0.007395405600316951,-0.006934886365751191,-0.02157682835054977,-0.010545155127514564,0.03153772237349347,-0.024690408133807438,0.0036233120708919486,0.0018193138056825462,-0.021486568778205723,NaN,NaN,NaN,NaN,NaN
2021-01-01,0.01324393574848035,0.0261016402515311,0.007790436975970682,0.021681116445982102,0.010644544918241147,0.006036660732398361,0.042847249575702406,0.007064747278986408,-0.01878020969487239,0.07529874657739577,0.016692159199991008,0.05553263439184519,0.042069612932504,0.0074628571486693995
2021-04-01,0.023355401658363674,0.022232386990995102,0.01909167744547411,0.01868836808417503,0.03651328788121674,-0.012070277301227037,0.056770477329951774,-0.005721247379032698,-0.01733172214487239,NaN,NaN,NaN,NaN,NaN
2021-07-01,0.00901791212985945,-0.01462119610378516,0.031929359655633795,-0.03153717392686565,-0.018775546381102053,0.0331654464891534,0.04027151527232142,0.016960516374193692,-0.018074682603205723,NaN,NaN,NaN,NaN,NaN
2021-10-01,0.007721738732431515,-0.0031287915594044417,0.009934460604109607,0.02506171355218741,0.011656014589481808,-0.026525275219430853,0.05837896724332037,0.004912234233997096,-0.014972742454039057,NaN,NaN,NaN,NaN,NaN
2022-01-01,0.020081759813322476,0.0071873947149332824,0.02703618345250789,0.0035281595686396847,0.018288242762824886,-0.013647832780623901,0.06969472315498138,0.01619169875927138,-0.014161670469872389,0.0811607404486312,0.01600886569885851,0.05900805442890289,0.04563370169502279,0.00706025364058066
2022-04-01,-0.006138626793479563,-0.02157356237573489,-0.005406245320075409,-0.035214268945913986,0.014179306531310795,-0.019544814614295945,0.06078601489545754,0.011160776243148688,-0.00845587491237239,NaN,NaN,NaN,NaN,NaN
2022-07-01,0.002146399080910055,-0.0192784014063458,0.008443542560945904,0.0537114167396456,0.0011850382769152585,-0.004390853651903867,0.06228993018243756,0.004380414279076631,-0.0050195102759973895,NaN,NaN,NaN,NaN,NaN
2022-10-01,-0.0239904405873548,-0.018328089441103267,-0.024159281321284774,-0.036262497812337514,-0.02836769329932502,-0.011483309325472178,0.044064429372147274,0.01649319858954399,0.002292824552627609,NaN,NaN,NaN,NaN,NaN
2023-01-01,-0.00580838645006867,-0.023122366562602758,2.593010679834192e-4,-0.022417177948402294,-7.311924873222668e-4,-0.003152593509664711,0.06016776983538197,0.01792818287789142,0.004450326355512222,0.08142637997735491,0.01464087642943368,0.059212115239732355,0.043441919995679035,0.0065231966996377455
2023-04-01,0.003446474069326055,0.0030988407736676667,0.005365871577556835,6.392322154947414e-4,-0.0014038455439335056,0.0019259506089904484,0.06502018794753184,0.0064328912338899955,0.0062664802016660715,NaN,NaN,NaN,NaN,NaN
2023-07-01,-0.01406880784860245,-0.002629273176601509,-0.01814912875977128,0.017520422429531852,-0.020860738417102603,-0.007771923342030504,0.05955251039856879,0.004243870038274514,0.007304134047819919,NaN,NaN,NaN,NaN,NaN
2023-10-01,-0.016123231410555293,7.822489668858797e-4,-0.01670363206607852,-0.0046151189702656,-0.03688704241964317,4.6711985438449306e-4,0.04384471858426675,0.008015107672391756,0.007755018663204531,NaN,NaN,NaN,NaN,NaN
2024-01-01,0.004900936385529886,-0.012881856027756777,0.011562621762943625,0.023262977673937552,0.0034925874883756274,0.018546359537129433,0.055321175237270204,-0.0011059978041232568,0.007669543302627605,0.08142637997735491,0.01600886569885851,0.059212115239732355,0.051092230532141736,0.00706025364058066
2024-04-01,3.8706599186053535e-4,0.017652293138230624,-1.4917224573742817e-4,0.02610158301190187,-0.02417211771392595,-6.403212481097846e-4,0.05840466573676739,8.402092030608075e-4,0.007387518663204535,NaN,NaN,NaN,NaN,NaN
2024-07-01,-0.0035196538803481617,0.0036645215195095122,-0.004697748470911445,-0.019773452060316703,-0.006669093041995182,2.042078872931093e-4,0.05290182065056648,-1.0011201975992055e-4,0.006758396285582156,NaN,NaN,NaN,NaN,NaN
2024-10-01,-0.006915605566711025,-0.007369598985845948,-0.00805221909316003,0.01890015259766494,-0.007933879857345763,-0.012269349700805208,0.050544183062730674,0.0029998089350437938,0.005357714467400336,NaN,NaN,NaN,NaN,NaN
2025-01-01,0.019181095962060836,0.014700418054263188,0.0204796580593267,0.04490657289752006,0.015784505691952184,0.021292157093057398,0.062390666309922516,4.967973498817089e-4,NaN,NaN,NaN,NaN,NaN,NaN
2025-04-01,-0.004955734334883633,0.001553671655092393,-0.004815404998717266,-0.022429798828882557,-0.011128230458754699,0.0033761997694144704,0.06039886087973656,0.004721833646940324,NaN,NaN,NaN,NaN,NaN,NaN
2025-07-01,-0.0032019432407983887,0.002390341275881048,-0.0065965788294655384,-1.9214903357026936e-4,-0.0011666040438395402,0.0011231817788848993,0.06124107142891422,0.00206085927782638,NaN,NaN,NaN,NaN,NaN,NaN
