period,Ygrowth,GCgrowth,Cgrowth,GIgrowth,Igrowth,wgrowth,N,pi,RB,TOP10Ishare,TOP10Wshare,GiniGrossInc,GiniNetInc,GiniWealth
2013-07-01,0.0032391047371207234,0.007205358319437628,0.0012095117153243292,0.004901053030793653,0.004796907441732075,-0.002794839448192618,0.03127083132087716,-3.440900790665693e-4,-0.0030152933160390565,NaN,NaN,NaN,NaN,NaN
2013-10-01,-9.939597180983698e-4,-0.003217432351220361,-0.0076148502797057874,0.018618594268500505,0.019366298474705907,0.0010513462076458787,0.03350286199675523,-0.0011845159538786034,-0.002795128684205723,NaN,NaN,NaN,NaN,NaN
2014-01-01,-9.555523455218266e-4,-0.0025152729793122656,-0.004454875847208295,-0.0402859141308897,0.01692477279946732,-0.00418320546731202,0.03756832037827973,0.001851650458952284,-0.0036294623600390567,0.09749838974355907,0.01839835309623994,0.07780978083079426,0.09110823892836262,0.010276552312404763
2014-04-01,-0.0080873479546695,-0.002545787508397134,-0.006974750155428278,-0.03069990056327813,-0.01471315595632842,-3.16476382950767e-4,0.03444389913153678,1.889351601884557e-4,-0.00415532235187239,NaN,NaN,NaN,NaN,NaN
2014-07-01,0.005365013192550205,0.005680444128204832,0.006971233513127761,-0.008714847503741,0.001783124154618528,0.005004140635705171,0.03529968615089185,-0.003212334960687643,-0.005163446566205723,NaN,NaN,NaN,NaN,NaN
2014-10-01,-3.7024081899008666e-4,-0.003286925185210742,-0.0011295941747573538,0.00983242326302521,0.003734921787378405,-0.0037896309083366468,0.036014530261212485,-0.0011247245858059442,-0.006877139406539057,NaN,NaN,NaN,NaN,NaN
2015-01-01,-0.00823175711102866,-0.006512844243912363,-0.010210847255362832,0.004428425972866043,-0.005934962293873951,-0.003302828530783372,0.03779417685837938,2.270313759642293e-4,-0.008630875806539056,0.09514329248859055,0.018568812484703434,0.07460014918873903,0.08244108027340546,0.009741220393838457
2015-04-01,0.0020307725073906765,2.225342783029223e-4,0.00465811504817879,-0.014104005417877078,-0.002035000437358085,7.664756411517011e-4,0.04015184091404311,9.04917158781585e-4,-0.007716396151539056,NaN,NaN,NaN,NaN,NaN
2015-07-01,6.805082894165478e-4,0.0014005947110509627,-5.536179048786453e-4,0.007634110123705481,0.0025757626004610694,0.00304455671802181,0.036226465014158826,-0.0022918532030478302,-0.008410145033205724,NaN,NaN,NaN,NaN,NaN
2015-10-01,0.007114765046869675,0.010814389989983787,5.539124391986446e-4,0.07356196638040953,0.013662786549421954,0.002275275396348278,0.03658532102866907,-0.00302452641046049,-0.008932318493205724,NaN,NaN,NaN,NaN,NaN
2016-01-01,-0.014238624263193134,-0.016449775364422558,-0.018082334961364376,-0.005657468569529792,-0.0014577551657046033,-0.017460771751443147,0.024885858497490254,-0.0016808877640470867,-0.011024050772372389,0.09357014061722113,0.018739242821715796,0.07057356835075879,0.07423020114101087,0.009339533302677228
2016-04-01,2.5982998843130344e-4,0.005976656557868543,0.0015316021462001613,-0.052211588406087785,-0.002872180140330342,0.0030496868979471266,0.029425710313889297,-0.001660785548663243,-0.011948698216539058,NaN,NaN,NaN,NaN,NaN
2016-07-01,0.004823094937351979,7.606504903657114e-4,0.003983093468572041,0.0076502549619815365,0.011405363536945176,9.131844677535391e-4,0.03277429289809142,-0.003258392705397314,-0.013503128450705722,NaN,NaN,NaN,NaN,NaN
2016-10-01,0.003273395211179175,4.3841670411786174e-4,0.004602446147789796,0.012323492530061783,0.0010344888312861695,0.006504917595320095,0.03229285125087333,-0.0015301541454282499,-0.012411400024872392,NaN,NaN,NaN,NaN,NaN
2017-01-01,0.004175245710322994,0.0014795444207381,0.002873255690430487,0.013728110861588169,0.009661948440192377,0.002115590588997876,0.03777049074035421,-0.002160811189782416,-0.014907437681539057,0.08566704363429378,0.017033630946522327,0.06430014901066816,0.062189921908930135,0.007999409810770353
2017-04-01,0.010453125478869762,0.00323194071555526,0.007908266446592127,0.04960843298080005,0.020490757609351668,3.167451609428513e-5,0.044710788587179806,-5.572855902032017e-4,-0.015449609191539055,NaN,NaN,NaN,NaN,NaN
2017-07-01,-0.009337829136859344,-0.009686794364424722,-0.011739352915636015,-0.014386894394556352,-0.0012303290669547866,-0.010790495939057152,0.0403013029497421,2.442474029451334e-4,-0.015372900961539055,NaN,NaN,NaN,NaN,NaN
2017-10-01,0.014754773695248002,0.019400884491796822,0.01215196832449259,-0.011297267235164258,0.02078165424947261,0.015067771334374171,0.05309146977850521,-0.0018423547053658864,-0.014944784344039057,NaN,NaN,NaN,NaN,NaN
2018-01-01,-0.003989186550191337,-0.013806740040395348,-0.003669903990181989,0.05749742274965038,-0.002945195336595467,0.005801445384772422,0.04337296564403381,-0.0013089180856433926,-0.014923773954872387,0.07396166922884473,0.021632123253220614,0.05450814910605051,0.044264401193518266,0.009875080242776724
2018-04-01,0.01016786635785547,0.008040568717263375,0.007260385383869949,-7.494851749247169e-4,0.022463592061164512,4.858268884449764e-4,0.058534273186098496,-0.0013863231317832372,-0.017198818961539054,NaN,NaN,NaN,NaN,NaN
2018-07-01,-0.0014753616126646166,-0.007337808308095228,-0.004322239705561582,0.025401656391588052,0.009102984396276733,0.0032236345352492897,0.055869938314194734,0.0014937244022603467,-0.01790093892153906,NaN,NaN,NaN,NaN,NaN
