period,Ygrowth,GCgrowth,Cgrowth,GIgrowth,Igrowth,wgrowth,N,pi,RB,TOP10Ishare,TOP10Wshare
2012-04-01,-0.002683709303291059,0.0013855816076559961,-0.005007311632563371,-0.05710169878363966,0.007744782118447117,0.00533408066079492,0.0282197103222126,-0.0021313869723696057,-0.0038980362157973046,NaN,NaN
2012-07-01,-0.007204257606744668,-0.00951191019392562,-0.005374001035874342,0.006544848204652646,-0.012402330750719922,-0.005568426743987904,0.025133056131240394,0.001359354917533898,-0.004729685099171994,NaN,NaN
2012-10-01,-0.004152001709220776,0.0013683156086681152,-0.004088953498755898,0.008033351426644878,-0.01228156305093184,0.001578905765242705,0.027225186509174826,-0.0010644633730705535,-0.005144308897248918,NaN,NaN
2013-01-01,-0.009674073581253571,0.008546005841647764,-0.005279857509003249,-0.08901277242735747,-0.03379293266375602,0.003539479182977739,0.022568585643248262,0.002966685803449812,-0.005105697506119885,0.08434376700875224,0.012756830312481204
2013-04-01,0.0044569812511969014,-0.008286247304748483,-0.0010031945707914209,0.08567761237855234,0.025251419510356168,-0.008033210820011367,0.023722004660627682,-0.003687156126587895,-0.005117135038121934,NaN,NaN
2013-07-01,0.0032373957932420377,0.007203649375558942,0.0012078027714456435,0.004899344086914973,0.004795198497853396,-0.002796548392071291,0.03134762547809,-3.440900790665693e-4,-0.005075049901036796,NaN,NaN
2013-10-01,-9.956686619770555e-4,-0.0032191412950990468,-0.007616559223584473,0.018616885324621826,0.019364589530827227,0.0010496372637672055,0.033579656153968074,-0.0011845159538786034,-0.005033957334748917,NaN,NaN
2014-01-01,-9.572612894005123e-4,-0.0025169819231909514,-0.004456584791086981,-0.04028762307476838,0.01692306385558864,-0.004184914411190694,0.037645114535492574,0.001851650458952284,-0.004895706466693362,0.09749838974355907,0.01839835309623994
2014-04-01,-0.008089056898548184,-0.00254749645227582,-0.006976459099306964,-0.03070160950715681,-0.0147148649002071,-3.1818532682944016e-4,0.034520693288749627,1.889351601884557e-4,-0.004888560409345692,NaN,NaN
2014-07-01,0.005363304248671519,0.005678735184326146,0.006969524569249075,-0.00871655644761968,0.0017814152107398487,0.005002431691826497,0.035376480308104696,-0.003212334960687643,-0.005221830204067099,NaN,NaN
2014-10-01,-3.719497628687724e-4,-0.003288634129089428,-0.0011313031186360395,0.009830714319146531,0.0037332128434997263,-0.00379133985221532,0.03609132441842533,-0.0011247245858059442,-0.005429972959748917,NaN,NaN
2015-01-01,-0.008233466054907344,-0.0065145531877910485,-0.010212556199241517,0.004426717028987363,-0.005936671237752629,-0.003304537474662045,0.037870971015592225,2.270313759642293e-4,-0.0055195556730425685,0.09514329248859055,0.018568812484703434
